id,customer_id,status,created_at,backer_id,shipto_address,shipto_state,shipto_postalcode,subtotal,tax,store_name,delivery_amount,order_total,delivered_at
722,206,New,1395663865,,7 Bultman Trail,NE,87259,22,1.32,UberMelon,10.55,33.87,
724,903,Out for Delivery,1394045939,,49310 Florence Junction,NJ,02100-8197,273,16.38,UberFresh,11.54,300.92,
725,801,Processing,1396041878,131,30 Bunker Hill Plaza,DE,7572,95.75,5.745,UberMelon,12.09,113.585,
726,650,New,1397648406,94,093 Division Circle,WV,10745,38.5,2.31,UberFresh,9.96,50.77,
727,824,Out for Delivery,1402396322,57,91278 Algoma Center,NE,54347,69,4.14,UberMelon,16.66,89.8,
728,609,Canceled,1401406718,119,046 Mosinee Avenue,TX,73430,32,1.92,UberFresh,14.62,48.54,
730,80,Processing,1396424231,,0197 Charing Cross Pass,WA,64538-8429,31.5,1.89,UberMelon,8.5,41.89,
731,677,Out for Delivery,1395649548,225,894 Forster Court,MT,34527,169,10.14,UberFresh,4.85,183.99,
735,919,New,1401994320,,87 Maple Trail,CT,89278-5345,19,1.14,UberMelonX,7.05,27.19,
736,19,Out for Delivery,1394750820,142,79 Forest Dale Trail,NM,5457,55.25,3.315,UberMelon,14.18,72.745,
737,996,New,1402245171,,3517 Bay Circle,NV,36222-2699,282.25,16.935,UberFresh,5.81,304.995,
742,225,Out for Delivery,1401938507,157,47651 Schurz Trail,IN,6724,25,1.5,UberFresh,5.3,31.8,
743,952,New,1399277098,171,7502 Anhalt Street,NY,47273,544.5,32.67,UberMelon,6.99,584.16,
745,254,Processing,1401820355,141,5472 Hauk Plaza,ME,2014,407.25,24.435,UberMelonX,7,438.685,
746,584,Delivered,1397344185,,85 Lindbergh Place,NY,65339-4384,143.5,8.61,UberMelon,5.96,158.07,1397423651
747,399,Canceled,1394979675,169,950 Hansons Place,UT,12281,10,0.6,UberFresh,5.47,16.07,
748,195,Processing,1395459909,90,7 Lakewood Gardens Parkway,RI,64934-2008,7.92,0.4752,UberMelon,4.63,13.0252,
749,276,Processing,1401882282,203,23 Cherokee Alley,KS,50237-2894,103,6.18,UberMelonX,18.31,127.49,
751,224,Processing,1400855012,,89253 Brown Lane,KY,38238-2054,20,1.2,UberMelon,13.46,34.66,
752,447,New,1401821290,60,43205 Erie Drive,RI,58136,89.5,5.37,UberMelonX,12.19,107.06,
755,259,New,1397882403,80,95 Emmet Pass,OR,18884,22.5,1.35,UberMelonX,17.87,41.72,
757,298,New,1400997418,219,675 Hermina Center,CO,96462,190.44,11.4264,UberFresh,10.79,212.6564,
758,726,Out for Delivery,1394855665,162,5389 Shasta Hill,CO,50887-8783,98.5,5.91,UberMelonX,3.54,107.95,
760,592,Delivered,1400295684,,0872 David Parkway,AR,67958,118.64,7.1184,UberMelon,10.36,136.1184,1400350506
761,397,Out for Delivery,1396269452,,716 Acker Circle,IL,34924-8812,64.5,3.87,UberFresh,4.06,72.43,
765,725,Canceled,1397979663,127,743 Corben Drive,HI,78878,23,1.38,UberMelon,2.1,26.48,
766,465,Processing,1396529311,,27 Tony Avenue,IN,08950-9487,27.75,1.665,UberMelonX,13.48,42.895,
767,979,Out for Delivery,1398852993,,62815 Chive Court,NE,38725,217,13.02,UberFresh,3.93,233.95,
771,742,New,1397252888,,0561 Colorado Street,MD,24303-3615,72.5,4.35,UberFresh,19.17,96.02,
772,223,Canceled,1397116561,23,86 Butterfield Drive,SD,20536,41.25,2.475,UberMelonX,13.52,57.245,
773,17,Processing,1394088907,,1 Moulton Junction,SD,20439,95.5,5.73,UberMelonX,16.96,118.19,
774,927,Processing,1394145002,63,40532 Mariners Cove Street,IN,33606,72.5,4.35,UberFresh,10.68,87.53,
776,635,New,1397843846,56,597 Kropf Alley,GA,32295,245.81,14.7486,UberMelonX,19.61,280.1686,
777,617,Delivered,1399187790,229,5 Clarendon Terrace,WY,37543-7258,10,0.6,UberMelonX,18.81,29.41,1399283554
778,16,Processing,1401215128,,65210 Wayridge Crossing,NJ,94987,62,3.72,UberMelonX,10.93,76.65,
779,41,Processing,1394269148,,5139 Loeprich Center,CT,63098-1941,2283.5,137.01,UberMelon,14.14,2434.65,
781,637,Out for Delivery,1394642018,27,5 La Follette Junction,MO,93152,32,1.92,UberFresh,18.33,52.25,
782,743,Processing,1402014522,127,4 Moulton Pass,NM,93820-5303,2018,121.08,UberMelon,9.8,2148.88,
783,274,Delivered,1400357946,,76839 Thackeray Road,CA,53947-3134,291.5,17.49,UberMelonX,6.51,315.5,1400408200
784,277,New,1397993355,,680 Gina Road,SC,5883,1500,90,UberFresh,13.05,1603.05,
786,727,Out for Delivery,1396530292,97,95812 Mallory Drive,IA,51341,178.5,10.71,UberMelon,17.36,206.57,
787,555,Processing,1399875919,,0 Lakewood Trail,IN,54334,159.97,9.5982,UberMelon,16.14,185.7082,
788,667,Canceled,1402264062,90,97846 Wayridge Park,ID,77187-6530,181.25,10.875,UberMelon,2.44,194.565,
790,698,Delivered,1395330742,225,17 Homewood Center,AR,88803-2827,42,2.52,UberMelonX,17.55,62.07,1395378727
791,767,Canceled,1402121720,119,20971 Green Ridge Point,MS,46401-4621,25,1.5,UberMelon,17.4,43.9,
792,442,Out for Delivery,1395042053,94,5391 Jana Terrace,CT,44845,10,0.6,UberMelon,2.25,12.85,
794,262,Out for Delivery,1394326390,107,42 Prairie Rose Street,NV,82542-5917,79.25,4.755,UberFresh,14.74,98.745,
795,803,Processing,1400262061,246,04218 Northport Pass,OH,83259-3994,20,1.2,UberMelon,7.67,28.87,
796,560,Out for Delivery,1402487853,,6 Starling Avenue,MI,64975,1152,69.12,UberFresh,4.29,1225.41,
797,606,Canceled,1399353467,132,70 High Crossing Drive,MT,43772-2570,31.5,1.89,UberMelon,8.39,41.78,
798,961,New,1400531610,,4765 Kenwood Circle,MS,93691-6669,15,0.9,UberMelonX,7.05,22.95,
800,820,Out for Delivery,1399167436,224,754 Carberry Street,NY,54795-4634,182.5,10.95,UberMelon,9.51,202.96,
801,169,Delivered,1396511999,,93148 Lawn Drive,PA,89636,263,15.78,UberMelon,8.01,286.79,1396680320
802,354,Canceled,1398346892,,9562 Portage Road,ME,54835-0102,8.25,0.495,UberMelon,3.85,12.595,
803,996,Out for Delivery,1398659771,238,53 Hintze Center,VA,34166-6877,120,7.2,UberMelon,2.05,129.25,
804,92,Canceled,1400344922,116,498 Pennsylvania Trail,UT,60259,80,4.8,UberFresh,10.04,94.84,
805,890,Out for Delivery,1400190328,,84957 Sachtjen Avenue,WA,75704-2239,68.5,4.11,UberMelon,15.81,88.42,
808,23,Canceled,1395409539,,5 Stang Hill,WI,82908-6919,2321,139.26,UberFresh,12.54,2472.8,
809,564,Canceled,1397241702,,9534 New Castle Lane,MD,96204,31.5,1.89,UberFresh,13.93,47.32,
810,263,New,1396701510,136,1 Stone Corner Plaza,SC,48793,162.5,9.75,UberFresh,5.23,177.48,
812,706,Processing,1401398675,118,356 Nancy Junction,NY,22628-4315,64.75,3.885,UberFresh,19.75,88.385,
813,912,Delivered,1401123063,184,6754 5th Crossing,FL,68103,65,3.9,UberMelonX,12.65,81.55,1401173355
814,224,Canceled,1394665080,131,93685 Dryden Pass,OR,33410,221.25,13.275,UberMelon,6.28,240.805,
815,762,Processing,1396752884,89,526 Acker Hill,ID,71643-6455,206.25,12.375,UberMelon,19.96,238.585,
820,800,Processing,1394165689,211,46 Muir Avenue,NE,67343,50,3,UberMelon,10.16,63.16,
821,742,Out for Delivery,1401445451,,0561 Colorado Street,MD,24303-3615,65,3.9,UberFresh,5.98,74.88,
822,544,Out for Delivery,1400355217,,93124 Fisk Way,KY,14792,232.75,13.965,UberFresh,12.82,259.535,
823,759,New,1397304678,72,9 Meadow Valley Terrace,NV,61145-6003,29.73,1.7838,UberMelonX,18.09,49.6038,
825,383,Delivered,1395709255,146,893 Karstens Drive,KS,41813,135,8.1,UberMelonX,18.82,161.92,1395785732
826,556,Canceled,1397122416,234,67 Cardinal Street,AL,15171,6025,361.5,UberFresh,7.38,6393.88,
827,714,Processing,1398862434,15,8745 Jay Junction,NE,50874-2523,331.5,19.89,UberFresh,13.53,364.92,
828,441,New,1398370223,70,3 Sachs Junction,CO,28000-0455,119.87,7.1922,UberMelon,15.02,142.0822,
831,213,Delivered,1394621887,213,571 Morning Street,IN,68379-7543,18.43,1.1058,UberMelonX,7.2,26.7358,1394792134
833,887,Canceled,1398580063,162,16 Arapahoe Court,SD,90372-6213,35.25,2.115,UberMelonX,7.26,44.625,
834,116,Delivered,1397665953,,0927 Bellgrove Street,TX,97771-8346,250.99,15.0594,UberMelon,6.51,272.5594,1397678448
835,477,Delivered,1402523663,,70168 2nd Avenue,NV,88923-2639,213.75,12.825,UberFresh,19.98,246.555,1402629774
836,181,Delivered,1398983693,138,41936 Nobel Trail,AR,16822-9783,41.75,2.505,UberMelonX,16.64,60.895,1399018278
839,316,Delivered,1400818951,61,76 American Avenue,IN,43335-1885,119.5,7.17,UberMelonX,6.56,133.23,1400863164
840,26,Processing,1400045773,,58362 Comanche Road,CA,04896-3160,114.5,6.87,UberMelonX,14.99,136.36,
841,653,Processing,1401290473,,63 Spaight Parkway,MS,49074-0615,341.25,20.475,UberFresh,12.56,374.285,
842,927,New,1400868807,78,40532 Mariners Cove Street,IN,33606,194.5,11.67,UberMelonX,9.17,215.34,
844,974,Processing,1398020293,,6475 Independence Circle,RI,95006,226.25,13.575,UberMelonX,10.49,250.315,
845,302,Processing,1401822491,177,01 Ridge Oak Crossing,VT,79750-0728,135.5,8.13,UberMelonX,6.06,149.69,
846,28,Processing,1399962646,,197 Blue Bill Park Alley,NY,60282-7992,17.5,1.05,UberFresh,12.04,30.59,
847,264,Canceled,1396123718,136,0 Fair Oaks Way,IA,55324-7420,265.91,15.9546,UberMelon,8.15,290.0146,
848,285,Out for Delivery,1402391006,,40528 Lillian Circle,CA,64251,91.25,5.475,UberFresh,2.9,99.625,
849,885,New,1397328185,,08 Glacier Hill Crossing,CO,62041-3509,12,0.72,UberMelonX,15.78,28.5,
851,893,Canceled,1395776004,,02647 Nancy Point,WI,1311,215,12.9,UberMelon,13.35,241.25,
852,208,Canceled,1396212600,99,1986 Almo Trail,LA,18967-3222,60,3.6,UberFresh,3.11,66.71,
853,423,New,1396117219,117,2 Westport Pass,WI,30368,69.75,4.185,UberMelon,5.15,79.085,
855,459,Delivered,1400159029,,620 4th Point,WV,52404,149.5,8.97,UberMelonX,19.06,177.53,1400305055
857,638,Out for Delivery,1398139978,,2 Maywood Trail,MA,18130-3268,442.76,26.5656,UberMelonX,15.67,484.9956,
858,175,Processing,1399959908,131,26854 Tony Hill,NH,84583,218.25,13.095,UberFresh,4.83,236.175,
859,848,New,1398818889,153,6289 Londonderry Terrace,WA,14615-6685,42,2.52,UberMelonX,18.98,63.5,
860,518,Out for Delivery,1402428375,57,206 Sunfield Pass,TX,72133,49.25,2.955,UberMelonX,12.96,65.165,
861,451,New,1397866579,,480 Truax Alley,NE,12348-4858,39.5,2.37,UberMelonX,5.99,47.86,
863,179,Processing,1395114427,36,5297 Melby Hill,MS,62715-1467,139.75,8.385,UberMelonX,10.96,159.095,
864,783,New,1394574010,154,6879 Forest Dale Park,MO,67071-0373,44.75,2.685,UberFresh,16.76,64.195,
865,826,Delivered,1396594678,,28419 Di Loreto Crossing,WV,90715,20.5,1.23,UberFresh,18.04,39.77,1396613241
866,162,New,1401110404,,29 Sundown Lane,WA,88592,170.75,10.245,UberFresh,11.15,192.145,
867,23,New,1399345634,2,4206 Raven Center,CT,58997,79,4.74,UberMelon,16.43,100.17,
869,209,New,1402333124,82,027 Anniversary Hill,MO,89446,37.75,2.265,UberFresh,5.8,45.815,
870,720,New,1401187420,,1 Grasskamp Place,NM,76269,217.75,13.065,UberMelonX,15.02,245.835,
872,205,New,1395599837,95,587 Waubesa Circle,MI,66875,250,15,UberMelonX,3.01,268.01,
873,146,Out for Delivery,1401645534,,76 Kropf Way,HI,38114,37.5,2.25,UberMelonX,7.71,47.46,
874,78,Out for Delivery,1394239175,157,1967 Ilene Street,ME,83998-4479,193.5,11.61,UberMelonX,19.84,224.95,
875,984,Processing,1395940094,233,17 Elka Road,WY,20944-9933,418.5,25.11,UberMelon,10.71,454.32,
877,349,Canceled,1397819314,88,49613 Columbus Crossing,ND,11456,8,0.48,UberMelon,9.1,17.58,
878,244,New,1397781594,,0 Oakridge Street,AK,61224-8307,65.5,3.93,UberFresh,15.45,84.88,
880,995,Out for Delivery,1401941453,77,7086 Schmedeman Way,NY,94629-6686,64.5,3.87,UberFresh,18.17,86.54,
881,811,Processing,1394217185,91,1 Fremont Junction,NY,30030,356,21.36,UberMelonX,8.49,385.85,
886,736,Canceled,1397031027,173,5 Oak Valley Crossing,VT,93767,113,6.78,UberMelonX,9.81,129.59,
887,61,Processing,1402167782,,801 Paget Alley,OH,55268,174.5,10.47,UberFresh,4.47,189.44,
888,738,Processing,1395696303,,61 Hudson Drive,MN,82568,53.5,3.21,UberMelonX,16.7,73.41,
889,990,Delivered,1399868664,71,65498 Bowman Plaza,NC,17797-3626,97.5,5.85,UberFresh,12.44,115.79,1399992785
890,149,Canceled,1395479753,47,40 Spohn Lane,AK,2745,417,25.02,UberFresh,19.72,461.74,
891,679,Processing,1398270160,245,56802 Corben Point,FL,37662,27.5,1.65,UberFresh,4.85,34,
893,662,Canceled,1395244362,,57 Northview Court,RI,35210-3245,166.25,9.975,UberMelon,12.61,188.835,
897,67,Out for Delivery,1395101969,29,61942 Forest Dale Junction,FL,27503,77.5,4.65,UberMelon,8.19,90.34,
898,463,New,1395354876,,820 Bluestem Junction,NH,83914-8952,74.5,4.47,UberFresh,3.28,82.25,
899,176,Out for Delivery,1400663878,64,947 Luster Circle,SC,64487-4151,51.5,3.09,UberMelon,16.31,70.9,
900,900,New,1396720061,245,10864 Mariners Cove Circle,NY,49484-3180,240.5,14.43,UberFresh,12.86,267.79,
901,70,Processing,1402444868,209,16407 Elka Park,GA,15649-0066,19.48,1.1688,UberMelonX,17.38,38.0288,
903,198,Delivered,1395134655,13,7453 Quincy Point,AL,94400-1116,264.5,15.87,UberMelon,8.74,289.11,1395277781
905,549,Processing,1399369362,,485 Mariners Cove Crossing,MT,4849,97.5,5.85,UberMelonX,10.69,114.04,
906,517,Out for Delivery,1397562701,,48 Esker Circle,IA,11631,8,0.48,UberFresh,19.76,28.24,
908,439,Out for Delivery,1399555700,180,93601 Victoria Pass,GA,19259-4413,10.95,0.657,UberMelon,12.31,23.917,
909,910,New,1401108349,138,20957 Gerald Point,KS,38160,123.25,7.395,UberMelon,12.19,142.835,
910,444,New,1398437736,77,60 Surrey Circle,MD,67524-2537,350.25,21.015,UberFresh,18.32,389.585,
913,916,Canceled,1394124673,,7625 Sunnyside Crossing,CA,82611,83,4.98,UberMelon,2.82,90.8,
914,966,Processing,1398520338,,6481 Buell Pass,NJ,03306-6781,104.5,6.27,UberMelonX,10.1,120.87,
915,24,Canceled,1401857243,122,6 Talisman Circle,KS,46828-8413,146,8.76,UberMelonX,14.71,169.47,
916,579,Canceled,1398279512,218,21 Crowley Point,AR,38117-8358,8.91,0.5346,UberFresh,13.01,22.4546,
917,903,Delivered,1400722046,,49310 Florence Junction,NJ,02100-8197,66.5,3.99,UberMelon,18.98,89.47,1400870550
918,558,Canceled,1401248654,205,87 Mallard Center,TN,40029,233.25,13.995,UberMelon,4.16,251.405,
925,15,Canceled,1393990624,,687 Arrowood Avenue,TN,26849-2489,34,2.04,UberMelon,13.17,49.21,
927,122,New,1400217504,160,18034 7th Place,ME,09443-6891,51.25,3.075,UberMelon,12.89,67.215,
928,559,New,1400184846,,70 Loomis Junction,KY,66949,35.75,2.145,UberMelonX,7.2,45.095,
929,566,Delivered,1399023297,,2 Oneill Lane,TX,94584-4804,17,1.02,UberMelon,3.54,21.56,1399118900
930,788,Out for Delivery,1395309324,172,927 Del Sol Place,CT,87392-4085,36.75,2.205,UberFresh,13.42,52.375,
931,450,Out for Delivery,1398799187,100,5613 Kinsman Center,MA,82354-8608,217.25,13.035,UberMelonX,11.84,242.125,
932,477,Processing,1401994736,,70168 2nd Avenue,NV,88923-2639,66,3.96,UberMelonX,15.82,85.78,
933,985,New,1395334949,,7125 Anzinger Hill,NE,41502,295.5,17.73,UberMelonX,8.18,321.41,
934,14,Delivered,1398335822,73,0259 Center Road,CO,18496,8.91,0.5346,UberMelon,10.94,20.3846,1398368410
935,203,Canceled,1400690258,,085 Corscot Park,MT,99172,1795.25,107.715,UberMelon,5.56,1908.525,
936,963,New,1402059279,112,54 Schlimgen Trail,NE,71075-5949,267.75,16.065,UberMelonX,12.15,295.965,
938,838,Canceled,1401634667,13,5179 Swallow Avenue,NM,27877-8626,168.84,10.1304,UberFresh,11.74,190.7104,
942,93,Canceled,1395846745,117,218 Nova Circle,MT,37171,37,2.22,UberFresh,3.67,42.89,
943,76,Out for Delivery,1394122444,14,0 Basil Way,MT,75491,65.9,3.954,UberMelon,17.53,87.384,
944,246,Processing,1401804077,11,3120 Myrtle Road,GA,02860-7115,67.5,4.05,UberMelon,15.74,87.29,
946,28,New,1400603776,,197 Blue Bill Park Alley,NY,60282-7992,30,1.8,UberMelonX,11.95,43.75,
947,786,Delivered,1399276291,12,38 Brown Way,NY,13747,50.25,3.015,UberMelonX,2.36,55.625,1399359729
948,822,Out for Delivery,1399596881,1,6 Clove Junction,CT,90221-7467,7.5,0.45,UberMelonX,12.12,20.07,
950,454,Canceled,1396627344,,40365 Gale Way,IN,63343,35,2.1,UberFresh,13.03,50.13,
951,964,New,1400491662,,365 Sugar Trail,AL,19321,2008,120.48,UberFresh,2.18,2130.66,
952,335,Delivered,1398588339,248,4 Bluejay Court,MN,4371,17.75,1.065,UberFresh,4.53,23.345,1398633292
954,332,Processing,1396447752,137,9 Trailsway Hill,MN,52015-2592,246.25,14.775,UberFresh,10.32,271.345,
955,330,Delivered,1396589456,,1 Logan Parkway,KS,19691,25.75,1.545,UberMelon,2.93,30.225,1396687267
957,707,Delivered,1394236091,,5043 Ronald Regan Circle,IA,76660,1280.75,76.845,UberFresh,6.72,1364.315,1394288246
958,825,Processing,1396424390,,87 Dapin Avenue,NY,80998,137.5,8.25,UberMelon,2.96,148.71,
959,540,Processing,1401065090,,072 Hayes Center,KY,26402-6737,318.25,19.095,UberFresh,4.83,342.175,
960,845,New,1402086608,55,46 Magdeline Pass,UT,40443-4306,652.5,39.15,UberFresh,9.42,701.07,
961,570,Out for Delivery,1400230085,,02436 Chinook Center,MS,15744,426.5,25.59,UberFresh,5.18,457.27,
962,754,Processing,1394237236,,495 Maywood Park,VA,32754-1181,120,7.2,UberMelonX,15.29,142.49,
963,718,Out for Delivery,1394022668,224,57 Mifflin Avenue,MT,79780,101.5,6.09,UberMelon,17.6,125.19,
964,310,Delivered,1395252400,43,60 Schmedeman Hill,MS,78974-2253,136.5,8.19,UberMelon,6.11,150.8,1395274618
965,345,New,1399523204,150,486 Park Meadow Lane,MN,44559-1854,56.75,3.405,UberMelonX,17.95,78.105,
966,964,Delivered,1394457819,228,365 Sugar Trail,AL,19321,26.5,1.59,UberMelonX,10.4,38.49,1394530479
968,531,Delivered,1398361923,2,4659 Corben Drive,ME,73142,81.5,4.89,UberMelon,19.57,105.96,1398513348
970,427,Delivered,1395371188,,9230 7th Point,OH,48970,16,0.96,UberMelon,19.21,36.17,1395484814
971,563,Out for Delivery,1401194261,155,6 Artisan Street,WY,85604,89.5,5.37,UberMelon,17.54,112.41,
972,135,Delivered,1396727485,103,710 Myrtle Drive,NJ,64958-7873,416.5,24.99,UberFresh,4.46,445.95,1396745180
973,888,Canceled,1398493302,225,8 American Ash Street,ND,99575,165.42,9.9252,UberMelon,13.32,188.6652,
976,408,Out for Delivery,1399670867,213,82915 Lakewood Point,VT,94416-1630,11.25,0.675,UberMelonX,9.89,21.815,
977,219,Delivered,1397099104,126,718 Springs Point,IN,4685,58.25,3.495,UberMelonX,9.55,71.295,1397140865
978,187,Processing,1400552898,,72 Ludington Alley,SD,57685-0257,215,12.9,UberMelon,2.22,230.12,
979,696,New,1394141362,124,264 Iowa Circle,KS,59439-8140,480.5,28.83,UberFresh,4.19,513.52,
980,357,Canceled,1394929704,6,6 Kenwood Place,IN,68953,88,5.28,UberMelon,10.39,103.67,
981,279,Processing,1394991136,,81034 Debra Plaza,KS,80464,22,1.32,UberMelonX,10.66,33.98,
982,903,Out for Delivery,1394714913,,49310 Florence Junction,NJ,02100-8197,238.25,14.295,UberMelonX,18.7,271.245,
983,662,Out for Delivery,1402377830,127,57 Northview Court,RI,35210-3245,14.91,0.8946,UberMelonX,13.63,29.4346,
985,544,Canceled,1398298142,,93124 Fisk Way,KY,14792,115.5,6.93,UberMelonX,3.61,126.04,
986,35,Delivered,1397096862,183,21634 Russell Center,PA,70816-1366,228.75,13.725,UberMelonX,9.79,252.265,1397108986
988,653,New,1395993359,,63 Spaight Parkway,MS,49074-0615,224.25,13.455,UberFresh,17.53,255.235,
990,381,Canceled,1398751790,162,5863 Badeau Terrace,MS,59458,500,30,UberFresh,11.05,541.05,
993,418,New,1398273058,36,3 Fordem Trail,MS,04523-9993,305,18.3,UberMelon,16.28,339.58,
994,246,New,1395686620,,3120 Myrtle Road,GA,02860-7115,484,29.04,UberMelonX,2.54,515.58,
995,237,Delivered,1394081857,199,2 Bluestem Junction,DE,06893-2832,83.75,5.025,UberMelonX,10.45,99.225,1394175909
996,386,Canceled,1399641239,41,97163 Anhalt Plaza,GA,42052,88.5,5.31,UberFresh,8.35,102.16,
1000,870,Delivered,1402605552,,94187 Hallows Hill,MS,81071-6169,147,8.82,UberFresh,8.24,164.06,1402726549
1001,55,New,1400882991,,0 Heath Street,NJ,14339,25,1.5,UberFresh,5.1,31.6,
1002,955,Out for Delivery,1394732739,,1248 Forest Dale Center,AL,36238,27.9,1.674,UberMelonX,6.11,35.684,
1003,152,Canceled,1400823874,151,42689 Bartelt Crossing,MS,51805,26.25,1.575,UberMelonX,19.44,47.265,
1006,350,Canceled,1398973831,202,7421 Truax Road,TX,59643,192.5,11.55,UberFresh,3.86,207.91,
1007,488,Out for Delivery,1402330568,144,2358 Sachs Hill,MN,98029-0027,132.25,7.935,UberMelon,10.69,150.875,
1012,138,Delivered,1398752356,1,0685 Summit Parkway,IN,47583,2282,136.92,UberMelonX,12.85,2431.77,1398858609
1013,256,Delivered,1394260452,127,94 Prairieview Crossing,WY,40148,358,21.48,UberFresh,7.04,386.52,1394398264
1014,14,Delivered,1399653832,,0259 Center Road,CO,18496,165,9.9,UberMelonX,16.71,191.61,1399679932
1016,287,Processing,1402544669,,693 Coleman Hill,UT,56833-4177,2072.5,124.35,UberMelonX,17.51,2214.36,
1017,309,New,1395326779,99,04593 Summerview Road,NM,51159,547.98,32.8788,UberMelon,10.23,591.0888,
1020,410,Processing,1395205398,106,3 Kinsman Junction,UT,79020-8589,5,0.3,UberMelon,8.22,13.52,
1022,416,Processing,1399842901,,4 7th Court,CA,34696,146.5,8.79,UberMelon,7.08,162.37,
1024,662,New,1399228169,,57 Northview Court,RI,35210-3245,25.5,1.53,UberFresh,5.8,32.83,
1025,295,Delivered,1396500378,113,7 Onsgard Lane,TN,36418-0876,150,9,UberFresh,5.49,164.49,1396565252
1026,285,Out for Delivery,1402045149,160,40528 Lillian Circle,CA,64251,146.25,8.775,UberMelon,3.07,158.095,
1028,576,Out for Delivery,1400854817,177,09 Hazelcrest Street,AK,03418-9628,71,4.26,UberFresh,11.41,86.67,
1029,77,Canceled,1396227072,,018 Oak Valley Drive,RI,88569-1472,205.5,12.33,UberMelonX,8.34,226.17,
1030,137,Delivered,1400301307,1,64 Harbort Circle,VA,27319-6547,331.99,19.9194,UberMelon,8.26,360.1694,1400410688
1031,494,Out for Delivery,1400161176,71,064 Thompson Court,NM,20117-8213,21.5,1.29,UberFresh,7.22,30.01,
1032,164,Canceled,1397829606,,09813 Dakota Hill,NM,96062,231.51,13.8906,UberFresh,10.82,256.2206,
1033,899,New,1394296389,182,3 Moulton Street,ND,54223-4673,30,1.8,UberMelonX,4.38,36.18,
1034,289,New,1395629803,41,17069 Vidon Pass,IA,91694,395.75,23.745,UberFresh,13.4,432.895,
1036,481,Processing,1401867092,242,901 Darwin Street,TN,61990,67.75,4.065,UberMelon,19.09,90.905,
1037,376,Delivered,1401231059,55,3215 Haas Trail,MS,30963,104.75,6.285,UberFresh,8.94,119.975,1401290386
1038,607,Canceled,1401454788,,41 Farragut Street,SC,19675,237,14.22,UberMelon,19.17,270.39,
1039,913,Processing,1401269579,79,951 Northridge Place,PA,92040,88.42,5.3052,UberMelon,12.15,105.8752,
1040,847,Out for Delivery,1401295309,,14265 Del Sol Junction,MN,86710,46,2.76,UberFresh,5.37,54.13,
1041,892,New,1396543415,241,1794 Summer Ridge Hill,VT,09067-8988,32.5,1.95,UberFresh,16.18,50.63,
1043,942,Canceled,1401515692,,36591 Holmberg Point,AZ,52100-5259,118.75,7.125,UberMelon,12.8,138.675,
1044,967,New,1399574394,206,602 Oakridge Center,VA,35897-9938,37.5,2.25,UberMelonX,2.03,41.78,
1045,391,New,1399776925,208,97 Bluestem Avenue,SD,74010,44,2.64,UberMelon,19.99,66.63,
1047,681,Out for Delivery,1399037703,,83 Mcguire Drive,MD,71644-7084,71,4.26,UberMelon,5.49,80.75,
1048,620,Out for Delivery,1397413821,,173 Schmedeman Plaza,UT,99585,237.25,14.235,UberMelonX,12.09,263.575,
1049,73,Canceled,1400853043,15,12 Grayhawk Crossing,NE,84166,237,14.22,UberMelon,12.52,263.74,
1051,722,Processing,1395124553,164,451 Vernon Street,MS,24234-2300,164,9.84,UberFresh,18.81,192.65,
1052,992,Processing,1396818677,,7643 Kings Pass,ND,24761-2670,155.5,9.33,UberMelonX,5.14,169.97,
1056,415,Canceled,1395316957,225,3 Mariners Cove Circle,TN,86027-0116,16.25,0.975,UberFresh,17,34.225,
1057,663,Processing,1397060769,111,7318 Sullivan Center,ME,72712-1998,27,1.62,UberMelon,17.87,46.49,
1058,668,Processing,1400110356,107,70 Oak Valley Lane,WI,29710,85,5.1,UberMelonX,9.36,99.46,
1059,142,Canceled,1394257380,210,60 Warrior Park,NJ,73082,16.95,1.017,UberFresh,16.43,34.397,
1060,731,Delivered,1402207433,,697 Lindbergh Center,LA,43785-7083,157.5,9.45,UberMelon,2.14,169.09,1402296436
1061,670,Delivered,1395457978,25,7 Ridgeway Avenue,SD,19192,8.5,0.51,UberFresh,5.88,14.89,1395485029
1063,838,Out for Delivery,1399320229,17,5179 Swallow Avenue,NM,27877-8626,36.47,2.1882,UberMelonX,7.99,46.6482,
1064,518,New,1401135994,,206 Sunfield Pass,TX,72133,180.5,10.83,UberMelon,12.98,204.31,
1065,90,Delivered,1402118069,156,082 Bluestem Circle,WY,7732,60,3.6,UberMelon,14.78,78.38,1402193862
1066,633,Delivered,1395048792,47,08314 Shopko Way,CA,81071,48.69,2.9214,UberFresh,17.26,68.8714,1395085432
1067,494,Delivered,1395486090,,10 Ronald Regan Trail,DE,11004-4432,29.25,1.755,UberFresh,6.08,37.085,1395501003
1070,27,Canceled,1396238427,,34 Vermont Crossing,KS,64278-9730,197,11.82,UberMelon,10.03,218.85,
1071,756,Canceled,1398139164,,75326 Farwell Crossing,MI,6945,237.25,14.235,UberMelon,14.22,265.705,
1072,436,New,1402089267,100,908 Mendota Way,HI,50093,30.5,1.83,UberMelon,18.84,51.17,
1073,853,New,1396823818,,385 Rusk Alley,MT,19509,4765,285.9,UberFresh,7.12,5058.02,
1075,522,Canceled,1397129661,,17 David Point,AK,53540,771,46.26,UberMelonX,17.49,834.75,
1077,632,Delivered,1397269137,,741 Corry Plaza,NM,57060-4468,2522.25,151.335,UberMelonX,11.43,2685.015,1397393069
